1	-18	0.406	Fp1.

2	-54	0.406	F7..
3	-35	0.275	F3..
4	-90	0.406	T3..
5	-90	0.203	C3..

6	-126	0.406	T5..
7	-145	0.275	P3..
8	-162	0.406	O1..
9	18	0.406	Fp2.
10	54	0.406	F8..
11	35	0.275	F4..
12	90	0.406	T8..
13	90	0.203	C4..
14	126	0.406	T6..
15	145	0.275	P4..
16	162	0.406	O2..
17	0	0.203	Fz..
18	0	0	Cz..
19	180	0.181	Pz..
